sample_id,code_snippet,label,LoC,NoM,NoP,CC,MND,NoF,CR,NoW,MNW,SCCL,sStC,PBM,FAC,MC,API,DbC,SyncIO,ImgC,AsyncUI,TmrStr
728,"class AllAlbumsUploadPhotos extends AllAlbumsEvent { 
final AlbumItem album; 
final List<File> photos; 

const AllAlbumsUploadPhotos({required this.album, required this.photos}); 

@override 
List<Object?> get props => [album, photos]; 
}",0,7,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
729,"class AllAlbumsUploadStatusChanged extends AllAlbumsEvent { 
final AllAlbumsUploadStatusUnit status; 
final AlbumItem album; 
final List<ImageItem>? images; 

const AllAlbumsUploadStatusChanged( 
{required this.status, required this.album, this.images}); 

@override 
List<Object?> get props => [status, album, images]; 
}",0,9,0,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
730,"class AllAlbumsDownloadAlbumsToLocal extends AllAlbumsEvent { 
final List<AlbumItem> albums; 

const AllAlbumsDownloadAlbumsToLocal(this.albums); 

@override 
List<Object?> get props => [albums]; 
}",0,6,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
731,"class AllAlbumsDownloadImagesToLocal extends AllAlbumsEvent { 
final List<ImageItem> images; 

const AllAlbumsDownloadImagesToLocal(this.images); 

@override 
List<Object?> get props => [images]; 
}",0,6,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
732,"class AllAlbumsDeleteStatusUnit extends Equatable { 
final AllAlbumsDeleteStatus status; 
final List<AlbumItem> albums; 
final String? failureReason; 

const AllAlbumsDeleteStatusUnit( 
{this.status = AllAlbumsDeleteStatus.initial, 
this.albums = const [], 
this.failureReason = null}); 

@override 
List<Object?> get props => [status, failureReason, albums]; 
}",0,11,0,0,1,1,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0
733,"class AllAlbumsCopyStatusUnit extends Equatable { 
final AllAlbumsFileType fileType; 
final AllAlbumsCopyStatus status; 
final int current; 
final int total; 
final String fileName; 
final String? error; 

const AllAlbumsCopyStatusUnit( 
{required this.fileType, 
this.status = AllAlbumsCopyStatus.initial, 
this.current = 0, 
this.total = 0, 
this.fileName = '', 
this.error}); 

@override 
List<Object?> get props => 
[fileType, status, current, total, fileName, error]; 
}",0,18,0,0,1,1,7,0,1,1,0,0,0,4,0,0,0,0,0,0,0
734,"class AllAlbumsOpenMenuStatus extends Equatable { 
final bool isOpened; 
final Offset? position; 
final dynamic target; 

const AllAlbumsOpenMenuStatus( 
{this.isOpened = false, this.position = null, this.target = null}); 

@override 
List<Object?> get props => [isOpened, position, target]; 
}",0,9,0,0,1,1,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0
735,"class LoadImagesInAlbumStatusUnit extends Equatable { 
final LoadImagesInAlbumStatus status; 
final List<ImageItem> images; 
final List<ImageItem> checkedImages; 
final String? error; 

const LoadImagesInAlbumStatusUnit( 
{this.status = LoadImagesInAlbumStatus.initial, 
this.images = const [], 
this.checkedImages = const [], 
this.error}); 

@override 
List<Object?> get props => [status, images, checkedImages, error]; 

LoadImagesInAlbumStatusUnit copyWith( 
{LoadImagesInAlbumStatus? status, 
List<ImageItem>? images, 
List<ImageItem>? checkedImages, 
String? error}) { 
return LoadImagesInAlbumStatusUnit( 
status: status ?? this.status, 
images: images ?? this.images, 
checkedImages: checkedImages ?? this.checkedImages, 
error: error ?? this.error); 
} 
}",0,24,1,1,5,1,5,0,2,1,0,0,0,3,0,0,0,0,0,0,0
736,"class AlbumOpenStatus extends Equatable { 
final bool isOpened; 
final AlbumItem? current; 

const AlbumOpenStatus({this.isOpened = false, this.current = null}); 

@override 
List<Object?> get props => [isOpened, current]; 
}",0,7,0,0,1,1,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0
737,"class AllAlbumsUploadStatusUnit extends Equatable { 
final AllAlbumsUploadStatus status; 
final int total; 
final int current; 
final List<File> photos; 
final String? failureReason; 
final List<ImageItem>? images; 

const AllAlbumsUploadStatusUnit( 
{this.status = AllAlbumsUploadStatus.initial, 
this.total = 1, 
this.current = 0, 
this.photos = const [], 
this.failureReason, 
this.images}); 

@override 
List<Object?> get props => 
[status, total, current, photos, failureReason, images]; 

AllAlbumsUploadStatusUnit copyWith( 
{AllAlbumsUploadStatus? status, 
int? total, 
int? current, 
List<File>? photos, 
String? failureReason, 
List<ImageItem>? images}) { 
return AllAlbumsUploadStatusUnit( 
status: status ?? this.status, 
current: current ?? this.current, 
total: total ?? this.total, 
photos: photos ?? this.photos, 
failureReason: failureReason ?? this.failureReason, 
images: images ?? this.images); 
} 
}",0,33,1,1,7,1,7,0,2,1,0,0,0,4,0,0,0,0,0,0,0
738,"class AllAlbumsState extends Equatable { 
final List<AlbumItem> albums; 
final List<AlbumItem> checkedAlbums; 
final AllAlbumsStatus status; 
final String? failureReason; 
final AlbumOpenStatus albumOpenStatus; 
final LoadImagesInAlbumStatusUnit loadImagesInAlbumStatus; 
final AllAlbumsBoardKeyStatus keyStatus; 
final AllAlbumsOpenMenuStatus openMenuStatus; 
final AllAlbumsDeleteStatusUnit deleteAlbumStatus; 
final AllAlbumsCopyStatusUnit copyStatus; 
final AllAlbumsUploadStatusUnit uploadStatus; 
final bool showLoading; 
final bool showError; 
final String? errorMessage; 

const AllAlbumsState( 
{this.albums = const [], 
this.checkedAlbums = const [], 
this.status = AllAlbumsStatus.initial, 
this.failureReason, 
this.albumOpenStatus = const AlbumOpenStatus(), 
this.loadImagesInAlbumStatus = const LoadImagesInAlbumStatusUnit(), 
this.keyStatus = AllAlbumsBoardKeyStatus.none, 
this.openMenuStatus = const AllAlbumsOpenMenuStatus(), 
this.deleteAlbumStatus = const AllAlbumsDeleteStatusUnit(), 
this.copyStatus = 
const AllAlbumsCopyStatusUnit(fileType: AllAlbumsFileType.album), 
this.uploadStatus = const AllAlbumsUploadStatusUnit(), 
this.showLoading = false, 
this.showError = false, 
this.errorMessage}); 

@override 
List<Object?> get props => [ 
albums, 
checkedAlbums, 
status, 
failureReason, 
albumOpenStatus, 
loadImagesInAlbumStatus, 
keyStatus, 
openMenuStatus, 
deleteAlbumStatus, 
copyStatus, 
uploadStatus, 
showLoading, 
showError, 
errorMessage 
]; 

AllAlbumsState copyWith( 
{List<AlbumItem>? albums, 
List<AlbumItem>? checkedAlbums, 
AllAlbumsStatus? status, 
String? failureReason, 
AlbumOpenStatus? albumOpenStatus, 
LoadImagesInAlbumStatusUnit? loadImagesInAlbumStatus, 
AllAlbumsBoardKeyStatus? keyStatus, 
AllAlbumsOpenMenuStatus? openMenuStatus, 
AllAlbumsDeleteStatusUnit? deleteAlbumStatus, 
AllAlbumsCopyStatusUnit? copyStatus, 
AllAlbumsUploadStatusUnit? uploadStatus, 
bool? showLoading, 
bool? showError, 
String? errorMessage}) { 
return AllAlbumsState( 
albums: albums ?? this.albums, 
checkedAlbums: checkedAlbums ?? this.checkedAlbums, 
status: status ?? this.status, 
failureReason: failureReason ?? this.failureReason, 
albumOpenStatus: albumOpenStatus ?? this.albumOpenStatus, 
loadImagesInAlbumStatus: 
loadImagesInAlbumStatus ?? this.loadImagesInAlbumStatus, 
keyStatus: keyStatus ?? this.keyStatus, 
openMenuStatus: openMenuStatus ?? this.openMenuStatus, 
deleteAlbumStatus: deleteAlbumStatus ?? this.deleteAlbumStatus, 
copyStatus: copyStatus ?? this.copyStatus, 
uploadStatus: uploadStatus ?? this.uploadStatus, 
showLoading: showLoading ?? this.showLoading, 
showError: showError ?? this.showError, 
errorMessage: errorMessage ?? this.errorMessage); 
} 
}",0,81,1,1,7,1,15,0,8,2,0,0,0,12,0,0,0,0,0,0,0
739,"class AllAlbumsPage extends StatelessWidget { 
final GlobalKey<NavigatorState> navigatorKey; 

const AllAlbumsPage({Key? key, required this.navigatorKey}) : super(key: key); 

@override 
Widget build(BuildContext context) { 
return BlocProvider<AllAlbumsBloc>( 
create: (context) => AllAlbumsBloc( 
imageRepository: context.read<ImageRepository>(), 
fileRepository: context.read<FileRepository>()) 
..add(AllAlbumSubscriptionRequested()), 
child: AllAlbumsView(navigatorKey: navigatorKey), 
); 
} 
}",1,14,1,1,2,1,1,0,4,3,1,0,0,0,1,0,0,0,0,0,0
740,"@override 
Widget build(BuildContext context) { 
return BlocProvider<AllAlbumsBloc>( 
create: (context) => AllAlbumsBloc( 
imageRepository: context.read<ImageRepository>(), 
fileRepository: context.read<FileRepository>()) 
..add(AllAlbumSubscriptionRequested()), 
child: AllAlbumsView(navigatorKey: navigatorKey), 
); 
}",0,10,1,1,1,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0
741,"class AllAlbumsView extends StatefulWidget { 
final GlobalKey<NavigatorState> navigatorKey; 

const AllAlbumsView({Key? key, required this.navigatorKey}) : super(key: key); 

@override 
State<AllAlbumsView> createState() => -AllAlbumsViewState(); 
}",0,6,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
